"";"carr";"mate";"cien";"soci";"text";"imag";"exam";"gene";"estr";"orig";"edad";"niLE";"niMa";"stra";"age"
"417";"Quim";11,75;11,8;10,7;11,54;9,64;664,5799;"F";"bajo";"Otro";"a16m";"noLE";"siMa";"E0";16
"418";"Quim";10,03;11,16;11,03;10,62;12,01;635,4052;"M";"bajo";"Otro";"a16m";"noLE";"siMa";"E2";16
"419";"Quim";10,03;11,8;12,92;10,62;9,1;648,2548;"M";"bajo";"Cund";"a19M";"noLE";"siMa";"E2";23
"420";"Quim";10,03;11,48;9,72;10,08;10,15;546,8314;"F";"alto";"Otro";"a17";"siLE";"siMa";"E4";17
"421";"Quim";10,34;10,84;11,36;11,21;11,26;639,2025;"M";"medio";"Otro";"a16m";"noLE";"siMa";"E3";15
"422";"Quim";12,61;11,48;11,03;10,35;10,41;691,4438;"M";"bajo";"Otro";"a17";"noLE";"noMa";"E2";17
"423";"Quim";12,92;11,8;12,08;10,35;11,26;769,1255;"F";"alto";"Otro";"a17";"noLE";"noMa";"E4";17
"424";"Quim";10,34;13,17;10,05;10,35;10,41;637,1088;"F";"medio";"Bogo";"a16m";"noLE";"siMa";"E3";16
"425";"Quim";14,59;13,17;11,71;13,56;11,26;920,5501;"M";"alto";"Bogo";"a16m";"noLE";"noMa";"E4";16
"426";"Quim";11,75;11,48;11,71;12,87;10,96;744,6064;"M";"medio";"Otro";"a16m";"noLE";"siMa";"E3";16
"427";"Quim";12,31;12,12;12,92;13,56;10,68;831,8978;"F";"medio";"Bogo";"a16m";"noLE";"noMa";"E3";16
"428";"Quim";13,63;12,8;12,92;11,21;12,01;890,1348;"M";"alto";"Bogo";"a17";"noLE";"noMa";"E4";17
"429";"Quim";10,93;11,16;11,71;11,21;12,01;700,4831;"F";"bajo";"Bogo";"a17";"noLE";"siMa";"E2";17
"430";"Quim";10,93;11,8;11,36;11,54;10,41;676,9952;"F";"medio";"Bogo";"a16m";"noLE";"siMa";"E3";16
"431";"Quim";11,48;11,48;10,38;10,35;11,6;659,9111;"F";"medio";"Bogo";"a16m";"noLE";"siMa";"E3";16
"432";"Quim";11,48;13,58;12,92;13,56;10,96;859,0653;"M";"alto";"Bogo";"a17";"noLE";"siMa";"E4";17
"433";"Quim";12,03;11,8;11,36;10,91;13,37;776,3564;"F";"bajo";"Bogo";"a16m";"noLE";"siMa";"E2";16
"434";"Quim";11,21;13,17;10,7;10,62;11,6;723,1964;"M";"bajo";"Bogo";"a19M";"noLE";"siMa";"E2";19
"435";"Quim";12,61;11,16;10,05;13,56;11,6;737,0118;"M";"bajo";"Bogo";"a17";"noLE";"noMa";"E2";17
"436";"Quim";12,31;10,16;11,71;11,92;10,96;701,8204;"M";"bajo";"Bogo";"a17";"noLE";"noMa";"E2";17
"437";"Quim";10,93;11,16;11,36;12,35;10,41;670,4055;"M";"medio";"Bogo";"a19M";"noLE";"siMa";"E3";21
"438";"Quim";12,92;12,12;12,92;11,92;10,68;822,6309;"M";"medio";"Bogo";"a17";"noLE";"noMa";"E3";17
"439";"Quim";11,21;10,51;11,36;10,62;11,26;647,0143;"F";"medio";"Bogo";"a17";"noLE";"siMa";"E3";17
"440";"Quim";10,64;10,84;10,7;10,91;11,6;630,2888;"F";"bajo";"Bogo";"a17";"noLE";"siMa";"E2";17
"441";"Quim";12,03;11,16;11,03;11,21;13,37;749,4165;"M";"bajo";"Otro";"a19M";"noLE";"siMa";"E1";19
"442";"Quim";10,34;9,78;10,7;10,35;8,8;504,8829;"M";"bajo";"Otro";"a16m";"siLE";"siMa";"E2";16
"443";"Quim";10,64;11,16;10,7;10,62;12,01;645,8943;"M";"bajo";"Otro";"a16m";"noLE";"siMa";"E1";16
"444";"Quim";11,21;11,16;11,71;8,78;10,41;625,8268;"M";"bajo";"Otro";"a18";"siLE";"siMa";"E2";18
"445";"Quim";11,75;10,51;11,71;11,21;13,37;740,4663;"F";"bajo";"Otro";"a17";"noLE";"siMa";"E2";17
